gyroscope-icm20690,invensense,2020-02-18_14-18-28.815_865914035260724
timestamp,accuracy(more=better),ang_vel_x[rad/s],ang_vel_y[rad/s],ang_vel_z[rad/s]
172030320,3,0.0024085543,-0.0014835298,0.0010995574
172030322,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030324,3,-7.6794485E-4,-4.1887903E-4,-0.001012291
172030326,3,-7.6794485E-4,-0.0014835298,-0.001012291
172030328,3,-0.0018325957,0.0016929694,0.0010995574
172030330,3,-0.0018325957,-0.0014835298,3.4906585E-5
172030332,3,-7.6794485E-4,-0.0014835298,-0.001012291
172030334,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030336,3,0.0034732053,6.283185E-4,3.4906585E-5
172030338,3,2.7925268E-4,-4.1887903E-4,-0.0020769418
172030340,3,2.7925268E-4,-0.0025481808,-0.001012291
172030342,3,0.0013439035,-0.0025481808,-0.001012291
172030344,3,0.0013439035,-0.0014835298,-0.001012291
172030346,3,2.7925268E-4,-0.0014835298,-0.0020769418
172030348,3,-7.6794485E-4,-0.0025481808,-0.001012291
172030350,3,-7.6794485E-4,-0.0014835298,-0.0020769418
172030352,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030354,3,2.7925268E-4,6.283185E-4,-0.001012291
172030356,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030358,3,-7.6794485E-4,-0.0014835298,-0.001012291
172030360,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030362,3,0.0013439035,-0.0014835298,0.0010995574
172030364,3,2.7925268E-4,-0.0025481808,3.4906585E-5
172030366,3,2.7925268E-4,-0.0025481808,3.4906585E-5
172030368,3,0.0024085543,-0.0014835298,3.4906585E-5
172030370,3,0.0013439035,-0.0014835298,0.0010995574
172030372,3,0.0013439035,-0.0014835298,3.4906585E-5
172030374,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030376,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030378,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030380,3,0.0013439035,6.283185E-4,-0.001012291
172030382,3,0.0013439035,-4.1887903E-4,0.0010995574
172030384,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030386,3,-7.6794485E-4,-0.0025481808,3.4906585E-5
172030388,3,2.7925268E-4,-0.0025481808,3.4906585E-5
172030390,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030392,3,0.0013439035,-0.0014835298,0.0010995574
172030394,3,0.0013439035,-4.1887903E-4,0.0010995574
172030396,3,0.0013439035,6.283185E-4,3.4906585E-5
172030398,3,0.0013439035,-4.1887903E-4,-0.001012291
172030400,3,2.7925268E-4,-0.0014835298,0.0010995574
172030402,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030404,3,0.0013439035,6.283185E-4,3.4906585E-5
172030406,3,0.0013439035,-4.1887903E-4,-0.001012291
172030408,3,2.7925268E-4,6.283185E-4,-0.001012291
172030410,3,-7.6794485E-4,-0.0014835298,-0.001012291
172030412,3,-0.0018325957,-4.1887903E-4,-0.001012291
172030414,3,0.0024085543,6.283185E-4,3.4906585E-5
172030416,3,0.0024085543,6.283185E-4,-0.001012291
172030418,3,0.0024085543,-0.0014835298,-0.001012291
172030420,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030422,3,-7.6794485E-4,-4.1887903E-4,-0.001012291
172030424,3,2.7925268E-4,-0.0014835298,-0.001012291
172030426,3,2.7925268E-4,-0.0014835298,-0.001012291
172030428,3,2.7925268E-4,-0.0014835298,-0.0020769418
172030430,3,-7.6794485E-4,-0.0014835298,3.4906585E-5
172030432,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030434,3,2.7925268E-4,6.283185E-4,0.0010995574
172030436,3,0.0013439035,6.283185E-4,0.0010995574
172030438,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030440,3,0.0034732053,-4.1887903E-4,3.4906585E-5
172030442,3,0.0013439035,0.0016929694,0.0010995574
172030444,3,0.0013439035,-0.0014835298,3.4906585E-5
172030446,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030448,3,2.7925268E-4,6.283185E-4,0.0010995574
172030450,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030452,3,0.0013439035,6.283185E-4,3.4906585E-5
172030454,3,2.7925268E-4,-0.0014835298,-0.001012291
172030456,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030458,3,-7.6794485E-4,0.0016929694,0.0010995574
172030460,3,2.7925268E-4,6.283185E-4,-0.001012291
172030462,3,2.7925268E-4,-4.1887903E-4,-0.0020769418
172030464,3,0.0013439035,-0.0014835298,3.4906585E-5
172030466,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030468,3,0.0013439035,-4.1887903E-4,-0.001012291
172030470,3,0.0013439035,-4.1887903E-4,-0.001012291
172030472,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030474,3,-7.6794485E-4,6.283185E-4,-0.001012291
172030476,3,-7.6794485E-4,-4.1887903E-4,-0.001012291
172030478,3,0.0013439035,-0.0014835298,-0.001012291
172030480,3,-0.0028972465,6.283185E-4,3.4906585E-5
172030482,3,2.7925268E-4,-0.0025481808,-0.001012291
172030484,3,2.7925268E-4,-0.0014835298,-0.001012291
172030486,3,2.7925268E-4,-0.0014835298,-0.001012291
172030488,3,0.0013439035,6.283185E-4,3.4906585E-5
172030490,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030492,3,0.0013439035,-4.1887903E-4,-0.001012291
172030494,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030496,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030498,3,0.0024085543,-0.0014835298,-0.001012291
172030500,3,2.7925268E-4,6.283185E-4,-0.001012291
172030502,3,-7.6794485E-4,-4.1887903E-4,-0.001012291
172030504,3,0.0013439035,-0.0036128315,-0.001012291
172030506,3,2.7925268E-4,-0.0014835298,-0.001012291
172030508,3,0.0013439035,6.283185E-4,-0.001012291
172030510,3,0.0013439035,-0.0014835298,-0.001012291
172030512,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030514,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030516,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030518,3,2.7925268E-4,0.0016929694,0.0010995574
172030520,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030522,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030524,3,0.0013439035,-4.1887903E-4,-0.001012291
172030526,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030528,3,2.7925268E-4,0.0016929694,-0.001012291
172030530,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030532,3,0.0013439035,-4.1887903E-4,-0.001012291
172030534,3,0.0013439035,-0.0014835298,-0.001012291
172030536,3,0.0013439035,-0.0025481808,-0.001012291
172030538,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030540,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030542,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030544,3,0.0024085543,6.283185E-4,3.4906585E-5
172030546,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030548,3,2.7925268E-4,-0.0014835298,-0.001012291
172030550,3,-0.0018325957,-4.1887903E-4,-0.001012291
172030552,3,-0.0018325957,-4.1887903E-4,3.4906585E-5
172030554,3,2.7925268E-4,6.283185E-4,0.0010995574
172030556,3,0.0013439035,6.283185E-4,0.0010995574
172030558,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030560,3,0.0013439035,-4.1887903E-4,-0.001012291
172030562,3,0.0013439035,6.283185E-4,3.4906585E-5
172030564,3,0.0024085543,-0.0014835298,-0.0020769418
172030566,3,0.0024085543,6.283185E-4,-0.001012291
172030568,3,0.0013439035,6.283185E-4,-0.001012291
172030570,3,0.0013439035,-4.1887903E-4,-0.0020769418
172030572,3,-7.6794485E-4,6.283185E-4,-0.0020769418
172030574,3,2.7925268E-4,6.283185E-4,-0.001012291
172030576,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030578,3,-7.6794485E-4,6.283185E-4,3.4906585E-5
172030580,3,-7.6794485E-4,-4.1887903E-4,0.0010995574
172030582,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030584,3,2.7925268E-4,-0.0025481808,3.4906585E-5
172030586,3,0.0013439035,-0.0014835298,3.4906585E-5
172030588,3,0.0013439035,6.283185E-4,0.0010995574
172030590,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030592,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030594,3,-7.6794485E-4,6.283185E-4,0.0010995574
172030596,3,-7.6794485E-4,6.283185E-4,0.0010995574
172030598,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030600,3,0.0013439035,6.283185E-4,0.0010995574
172030602,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030604,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030606,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030608,3,-7.6794485E-4,0.0016929694,-0.001012291
172030610,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030612,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030614,3,2.7925268E-4,-0.0014835298,-0.001012291
172030616,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030618,3,-7.6794485E-4,6.283185E-4,-0.001012291
172030620,3,0.0013439035,6.283185E-4,-0.001012291
172030622,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030624,3,2.7925268E-4,-0.0025481808,-0.001012291
172030626,3,-7.6794485E-4,-0.0025481808,-0.0020769418
172030628,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030630,3,0.0024085543,-0.0014835298,0.0010995574
172030632,3,-7.6794485E-4,-0.0014835298,3.4906585E-5
172030634,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030636,3,0.0013439035,6.283185E-4,3.4906585E-5
172030638,3,-7.6794485E-4,-4.1887903E-4,-0.0020769418
172030640,3,2.7925268E-4,-0.0014835298,-0.0020769418
172030642,3,-7.6794485E-4,-4.1887903E-4,-0.0020769418
172030644,3,0.0013439035,0.0016929694,0.0010995574
172030646,3,0.0013439035,6.283185E-4,0.0010995574
172030648,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030650,3,0.0013439035,6.283185E-4,0.0010995574
172030652,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030654,3,2.7925268E-4,6.283185E-4,-0.0031415927
172030656,3,-7.6794485E-4,-0.0014835298,-0.0020769418
172030658,3,0.0013439035,-0.0014835298,3.4906585E-5
172030660,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030662,3,2.7925268E-4,6.283185E-4,3.4906585E-5
172030664,3,0.0013439035,6.283185E-4,3.4906585E-5
172030666,3,0.0013439035,-4.1887903E-4,-0.001012291
172030668,3,2.7925268E-4,6.283185E-4,-0.001012291
172030670,3,2.7925268E-4,6.283185E-4,-0.001012291
172030672,3,0.0024085543,0.0016929694,-0.001012291
172030674,3,2.7925268E-4,6.283185E-4,-0.001012291
172030676,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030678,3,2.7925268E-4,-0.0014835298,-0.001012291
172030680,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030682,3,0.0013439035,-0.0014835298,-0.001012291
172030684,3,0.0034732053,6.283185E-4,3.4906585E-5
172030686,3,0.0013439035,0.0016929694,3.4906585E-5
172030688,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030690,3,0.0024085543,-0.0014835298,-0.001012291
172030692,3,2.7925268E-4,-0.0014835298,-0.0020769418
172030694,3,2.7925268E-4,-4.1887903E-4,-0.001012291
172030696,3,-0.0018325957,6.283185E-4,3.4906585E-5
172030698,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030700,3,-7.6794485E-4,-4.1887903E-4,0.0021642083
172030702,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030704,3,-7.6794485E-4,-0.0014835298,0.0010995574
172030706,3,-7.6794485E-4,-0.0014835298,0.0010995574
172030708,3,0.0013439035,-4.1887903E-4,-0.001012291
172030710,3,0.0024085543,-4.1887903E-4,0.0010995574
172030712,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030714,3,-0.0018325957,6.283185E-4,-0.001012291
172030716,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030718,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030720,3,0.0013439035,6.283185E-4,3.4906585E-5
172030722,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030724,3,-7.6794485E-4,-0.0014835298,3.4906585E-5
172030726,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030728,3,0.0013439035,-0.0014835298,3.4906585E-5
172030730,3,0.0013439035,-4.1887903E-4,-0.001012291
172030732,3,2.7925268E-4,6.283185E-4,-0.001012291
172030734,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030736,3,2.7925268E-4,-0.0014835298,-0.001012291
172030738,3,-7.6794485E-4,-0.0014835298,0.0021642083
172030740,3,0.0013439035,-0.0014835298,0.0010995574
172030742,3,2.7925268E-4,6.283185E-4,0.0021642083
172030744,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030746,3,0.0024085543,0.0016929694,0.0021642083
172030748,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030750,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030752,3,-7.6794485E-4,-0.0014835298,0.0010995574
172030754,3,-7.6794485E-4,6.283185E-4,0.0010995574
172030756,3,-7.6794485E-4,-4.1887903E-4,3.4906585E-5
172030758,3,0.0024085543,-4.1887903E-4,-0.001012291
172030760,3,0.0024085543,-0.0014835298,3.4906585E-5
172030762,3,2.7925268E-4,-4.1887903E-4,0.0021642083
172030764,3,-7.6794485E-4,6.283185E-4,-0.001012291
172030766,3,2.7925268E-4,-0.0025481808,-0.001012291
172030768,3,2.7925268E-4,-0.0014835298,-0.001012291
172030770,3,-7.6794485E-4,6.283185E-4,3.4906585E-5
172030772,3,-7.6794485E-4,-4.1887903E-4,0.0010995574
172030774,3,2.7925268E-4,-0.0014835298,0.0010995574
172030776,3,2.7925268E-4,-0.0025481808,0.0010995574
172030778,3,0.0013439035,-0.0014835298,3.4906585E-5
172030780,3,0.0013439035,0.0016929694,3.4906585E-5
172030782,3,2.7925268E-4,6.283185E-4,-0.001012291
172030784,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030786,3,0.0024085543,-0.0014835298,-0.001012291
172030788,3,0.0013439035,-0.0025481808,-0.001012291
172030790,3,-7.6794485E-4,-4.1887903E-4,0.0010995574
172030792,3,-7.6794485E-4,-0.0014835298,0.0010995574
172030794,3,0.0013439035,-0.0014835298,0.0010995574
172030796,3,0.0013439035,-0.0014835298,-0.001012291
172030798,3,2.7925268E-4,-0.0014835298,-0.0020769418
172030800,3,0.0013439035,-0.0014835298,-0.0020769418
172030802,3,0.0024085543,-4.1887903E-4,-0.0020769418
172030804,3,0.0024085543,6.283185E-4,-0.0020769418
172030806,3,0.0013439035,6.283185E-4,0.0021642083
172030808,3,2.7925268E-4,0.0027576203,0.0010995574
172030810,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030812,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030814,3,2.7925268E-4,-4.1887903E-4,0.0021642083
172030816,3,0.0013439035,-0.0014835298,0.0010995574
172030818,3,0.0024085543,6.283185E-4,-0.001012291
172030820,3,0.0024085543,6.283185E-4,-0.001012291
172030822,3,2.7925268E-4,-4.1887903E-4,0.0010995574
172030824,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030826,3,0.0013439035,-4.1887903E-4,-0.001012291
172030828,3,0.0013439035,-4.1887903E-4,3.4906585E-5
172030830,3,0.0024085543,-4.1887903E-4,3.4906585E-5
172030832,3,2.7925268E-4,-4.1887903E-4,3.4906585E-5
172030834,3,2.7925268E-4,-4.1887903E-4,-0.0020769418
172030836,3,2.7925268E-4,-4.1887903E-4,-0.0020769418
172030838,3,-7.6794485E-4,6.283185E-4,-0.0020769418
172030840,3,-7.6794485E-4,-4.1887903E-4,-0.0020769418
172030842,3,0.0013439035,6.283185E-4,-0.001012291
172030844,3,0.0024085543,-0.0014835298,-0.001012291
172030846,3,0.0013439035,-0.0025481808,-0.0020769418
172030848,3,2.7925268E-4,-0.0025481808,-0.0020769418
172030850,3,0.0024085543,-0.0014835298,-0.001012291
172030852,3,0.0013439035,-0.0014835298,-0.0020769418
172030854,3,0.0024085543,-0.0014835298,0.0010995574
172030856,3,2.7925268E-4,-0.0014835298,3.4906585E-5
172030858,3,0.0024085543,-4.1887903E-4,-0.001012291
172030860,3,0.0013439035,0.0027576203,3.4906585E-5
