accelerometer-icm20690,invensense,2020-02-18_14-18-28.815_865914035260724
timestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2]
172029963,3,0.10534488,0.30645782,9.873688
172029965,3,0.10534488,0.30645782,9.873688
172029967,3,0.10534488,0.30645782,9.873688
172029969,3,0.11492168,0.30645782,9.873688
172029971,3,0.12449849,0.30645782,9.873688
172029973,3,0.12449849,0.30645782,9.873688
172029975,3,0.12449849,0.30645782,9.873688
172029977,3,0.12449849,0.29688102,9.892841
172029979,3,0.12449849,0.29688102,9.892841
172029981,3,0.12449849,0.29688102,9.892841
172029983,3,0.12449849,0.29688102,9.911995
172029985,3,0.12449849,0.29688102,9.911995
172029987,3,0.12449849,0.29688102,9.911995
172029989,3,0.12449849,0.29688102,9.911995
172029991,3,0.12449849,0.29688102,9.911995
172029993,3,0.12449849,0.29688102,9.902418
172029995,3,0.12449849,0.31603462,9.883265
172029997,3,0.12449849,0.31603462,9.883265
172029999,3,0.12449849,0.31603462,9.883265
172030001,3,0.12449849,0.30645782,9.883265
172030003,3,0.12449849,0.29688102,9.883265
172030005,3,0.12449849,0.29688102,9.892841
172030007,3,0.12449849,0.30645782,9.892841
172030009,3,0.12449849,0.30645782,9.892841
172030011,3,0.12449849,0.30645782,9.892841
172030013,3,0.12449849,0.30645782,9.892841
172030015,3,0.12449849,0.30645782,9.892841
172030017,3,0.12449849,0.30645782,9.892841
172030019,3,0.12449849,0.30645782,9.892841
172030021,3,0.12449849,0.30645782,9.892841
172030023,3,0.12449849,0.30645782,9.892841
172030025,3,0.12449849,0.30645782,9.892841
172030027,3,0.12449849,0.30645782,9.892841
172030029,3,0.12449849,0.30645782,9.892841
172030031,3,0.12449849,0.30645782,9.892841
172030033,3,0.12449849,0.30645782,9.892841
172030035,3,0.12449849,0.30645782,9.892841
172030037,3,0.12449849,0.30645782,9.892841
172030039,3,0.12449849,0.30645782,9.892841
172030041,3,0.12449849,0.30645782,9.892841
172030043,3,0.12449849,0.30645782,9.892841
172030045,3,0.12449849,0.30645782,9.892841
172030047,3,0.12449849,0.30645782,9.892841
172030049,3,0.12449849,0.30645782,9.892841
172030051,3,0.12449849,0.29688102,9.892841
172030053,3,0.11492168,0.2873042,9.892841
172030055,3,0.11492168,0.2777274,9.892841
172030057,3,0.11492168,0.2777274,9.892841
172030059,3,0.11492168,0.2777274,9.892841
172030061,3,0.11492168,0.2777274,9.892841
172030063,3,0.11492168,0.2777274,9.892841
172030065,3,0.11492168,0.2873042,9.892841
172030067,3,0.11492168,0.29688102,9.892841
172030069,3,0.12449849,0.30645782,9.892841
172030071,3,0.1340753,0.30645782,9.892841
172030073,3,0.11492168,0.30645782,9.883265
172030075,3,0.11492168,0.30645782,9.883265
172030077,3,0.12449849,0.30645782,9.883265
172030079,3,0.12449849,0.30645782,9.883265
172030081,3,0.12449849,0.30645782,9.883265
172030083,3,0.12449849,0.30645782,9.883265
172030085,3,0.12449849,0.30645782,9.883265
172030087,3,0.12449849,0.30645782,9.883265
172030089,3,0.12449849,0.30645782,9.864111
172030091,3,0.12449849,0.30645782,9.864111
172030093,3,0.12449849,0.30645782,9.864111
172030095,3,0.12449849,0.30645782,9.864111
172030097,3,0.12449849,0.30645782,9.864111
172030099,3,0.1340753,0.30645782,9.864111
172030101,3,0.1340753,0.30645782,9.873688
172030103,3,0.1340753,0.30645782,9.883265
172030105,3,0.12449849,0.30645782,9.883265
172030107,3,0.12449849,0.30645782,9.883265
172030109,3,0.12449849,0.30645782,9.883265
172030111,3,0.12449849,0.30645782,9.883265
172030113,3,0.12449849,0.30645782,9.883265
172030115,3,0.12449849,0.30645782,9.864111
172030117,3,0.12449849,0.30645782,9.864111
172030119,3,0.12449849,0.30645782,9.864111
172030121,3,0.12449849,0.30645782,9.864111
172030123,3,0.12449849,0.30645782,9.864111
172030125,3,0.12449849,0.30645782,9.873688
172030127,3,0.12449849,0.29688102,9.873688
172030129,3,0.12449849,0.29688102,9.873688
172030131,3,0.12449849,0.29688102,9.873688
172030133,3,0.12449849,0.29688102,9.873688
172030135,3,0.12449849,0.30645782,9.873688
172030137,3,0.1340753,0.30645782,9.873688
172030139,3,0.1340753,0.30645782,9.873688
172030141,3,0.1340753,0.30645782,9.864111
172030143,3,0.1340753,0.30645782,9.864111
172030145,3,0.12449849,0.30645782,9.864111
172030147,3,0.12449849,0.30645782,9.864111
172030149,3,0.12449849,0.30645782,9.864111
172030151,3,0.12449849,0.30645782,9.864111
172030153,3,0.12449849,0.29688102,9.864111
172030155,3,0.12449849,0.29688102,9.883265
172030157,3,0.12449849,0.29688102,9.892841
172030159,3,0.12449849,0.29688102,9.892841
172030161,3,0.12449849,0.29688102,9.892841
172030163,3,0.12449849,0.29688102,9.883265
172030165,3,0.12449849,0.29688102,9.864111
172030167,3,0.12449849,0.30645782,9.844957
172030169,3,0.12449849,0.31603462,9.844957
172030171,3,0.12449849,0.31603462,9.844957
172030173,3,0.12449849,0.31603462,9.835381
172030175,3,0.12449849,0.31603462,9.835381
172030177,3,0.12449849,0.30645782,9.835381
172030179,3,0.12449849,0.29688102,9.844957
172030181,3,0.12449849,0.29688102,9.864111
172030183,3,0.12449849,0.29688102,9.864111
172030185,3,0.12449849,0.29688102,9.873688
172030187,3,0.12449849,0.29688102,9.873688
172030189,3,0.11492168,0.29688102,9.873688
172030191,3,0.10534488,0.30645782,9.873688
172030193,3,0.10534488,0.31603462,9.854534
172030195,3,0.10534488,0.31603462,9.844957
172030197,3,0.10534488,0.31603462,9.844957
172030199,3,0.10534488,0.31603462,9.844957
172030201,3,0.10534488,0.31603462,9.844957
172030203,3,0.11492168,0.31603462,9.854534
172030205,3,0.11492168,0.31603462,9.864111
172030207,3,0.11492168,0.31603462,9.883265
172030209,3,0.11492168,0.31603462,9.892841
172030211,3,0.11492168,0.30645782,9.892841
172030213,3,0.11492168,0.29688102,9.892841
172030215,3,0.11492168,0.29688102,9.892841
172030217,3,0.11492168,0.29688102,9.873688
172030219,3,0.11492168,0.29688102,9.854534
172030221,3,0.11492168,0.30645782,9.844957
172030223,3,0.11492168,0.30645782,9.835381
172030225,3,0.12449849,0.30645782,9.835381
172030227,3,0.12449849,0.30645782,9.835381
172030229,3,0.1340753,0.29688102,9.835381
172030231,3,0.1340753,0.29688102,9.835381
172030233,3,0.1340753,0.29688102,9.844957
172030235,3,0.1340753,0.2873042,9.854534
172030237,3,0.1340753,0.2873042,9.854534
172030239,3,0.1340753,0.2873042,9.854534
172030241,3,0.1340753,0.2873042,9.844957
172030243,3,0.1340753,0.30645782,9.835381
172030245,3,0.1340753,0.30645782,9.835381
172030247,3,0.1340753,0.30645782,9.825804
172030249,3,0.1340753,0.30645782,9.825804
172030251,3,0.1340753,0.30645782,9.825804
172030253,3,0.12449849,0.30645782,9.825804
172030255,3,0.12449849,0.30645782,9.844957
172030257,3,0.12449849,0.30645782,9.854534
172030259,3,0.10534488,0.30645782,9.854534
172030261,3,0.10534488,0.30645782,9.873688
172030263,3,0.11492168,0.30645782,9.873688
172030265,3,0.11492168,0.30645782,9.873688
172030267,3,0.11492168,0.30645782,9.854534
172030269,3,0.11492168,0.30645782,9.835381
172030271,3,0.11492168,0.30645782,9.835381
172030273,3,0.11492168,0.30645782,9.835381
172030275,3,0.11492168,0.31603462,9.835381
172030277,3,0.11492168,0.31603462,9.835381
172030279,3,0.11492168,0.30645782,9.835381
172030281,3,0.12449849,0.30645782,9.844957
172030283,3,0.12449849,0.2873042,9.854534
172030285,3,0.12449849,0.2873042,9.864111
172030287,3,0.12449849,0.30645782,9.873688
172030289,3,0.12449849,0.30645782,9.873688
172030291,3,0.12449849,0.30645782,9.873688
172030293,3,0.12449849,0.31603462,9.864111
172030295,3,0.12449849,0.31603462,9.864111
172030297,3,0.10534488,0.31603462,9.844957
172030299,3,0.10534488,0.31603462,9.844957
172030301,3,0.10534488,0.31603462,9.844957
172030303,3,0.10534488,0.31603462,9.844957
172030305,3,0.11492168,0.31603462,9.844957
172030307,3,0.11492168,0.30645782,9.844957
172030309,3,0.11492168,0.29688102,9.844957
172030311,3,0.11492168,0.29688102,9.844957
172030313,3,0.11492168,0.29688102,9.844957
172030315,3,0.11492168,0.29688102,9.844957
172030317,3,0.11492168,0.29688102,9.844957
172030319,3,0.10534488,0.29688102,9.844957
172030321,3,0.10534488,0.29688102,9.835381
172030323,3,0.10534488,0.29688102,9.835381
172030325,3,0.10534488,0.29688102,9.835381
172030327,3,0.10534488,0.29688102,9.835381
172030329,3,0.10534488,0.29688102,9.835381
172030331,3,0.10534488,0.29688102,9.844957
172030333,3,0.10534488,0.29688102,9.864111
172030335,3,0.10534488,0.29688102,9.864111
172030337,3,0.10534488,0.29688102,9.864111
172030339,3,0.10534488,0.29688102,9.864111
172030341,3,0.10534488,0.29688102,9.864111
172030343,3,0.10534488,0.29688102,9.854534
172030345,3,0.12449849,0.29688102,9.835381
172030347,3,0.12449849,0.29688102,9.835381
172030349,3,0.12449849,0.29688102,9.835381
172030351,3,0.12449849,0.29688102,9.835381
172030353,3,0.12449849,0.29688102,9.835381
172030355,3,0.12449849,0.29688102,9.835381
172030357,3,0.12449849,0.29688102,9.835381
172030359,3,0.12449849,0.29688102,9.854534
172030361,3,0.12449849,0.29688102,9.854534
172030363,3,0.12449849,0.29688102,9.854534
172030365,3,0.12449849,0.29688102,9.854534
172030367,3,0.11492168,0.30645782,9.854534
172030369,3,0.11492168,0.30645782,9.844957
172030371,3,0.11492168,0.31603462,9.835381
172030373,3,0.11492168,0.32561144,9.835381
172030375,3,0.11492168,0.32561144,9.835381
172030377,3,0.11492168,0.32561144,9.835381
172030379,3,0.11492168,0.31603462,9.835381
172030381,3,0.11492168,0.29688102,9.844957
172030383,3,0.11492168,0.29688102,9.844957
172030385,3,0.11492168,0.29688102,9.844957
172030387,3,0.11492168,0.29688102,9.854534
172030389,3,0.10534488,0.29688102,9.864111
172030391,3,0.095768064,0.29688102,9.854534
172030393,3,0.11492168,0.30645782,9.835381
172030395,3,0.12449849,0.31603462,9.835381
172030397,3,0.11492168,0.31603462,9.835381
172030399,3,0.11492168,0.30645782,9.816227
172030401,3,0.11492168,0.29688102,9.816227
172030403,3,0.11492168,0.29688102,9.825804
172030405,3,0.11492168,0.2777274,9.844957
172030407,3,0.11492168,0.2777274,9.854534
172030409,3,0.12449849,0.2777274,9.854534
172030411,3,0.12449849,0.2777274,9.864111
172030413,3,0.12449849,0.2777274,9.864111
172030415,3,0.12449849,0.2873042,9.854534
172030417,3,0.12449849,0.29688102,9.844957
172030419,3,0.12449849,0.31603462,9.825804
172030421,3,0.12449849,0.31603462,9.825804
172030423,3,0.12449849,0.31603462,9.825804
172030425,3,0.12449849,0.33518824,9.825804
172030427,3,0.12449849,0.32561144,9.825804
172030429,3,0.12449849,0.30645782,9.825804
172030431,3,0.12449849,0.30645782,9.835381
172030433,3,0.12449849,0.30645782,9.844957
172030435,3,0.12449849,0.30645782,9.844957
172030437,3,0.12449849,0.30645782,9.844957
172030439,3,0.12449849,0.30645782,9.844957
172030441,3,0.12449849,0.30645782,9.844957
172030443,3,0.12449849,0.30645782,9.844957
172030445,3,0.12449849,0.30645782,9.835381
172030447,3,0.12449849,0.30645782,9.825804
172030449,3,0.12449849,0.30645782,9.825804
172030451,3,0.12449849,0.30645782,9.825804
172030453,3,0.12449849,0.30645782,9.825804
172030455,3,0.12449849,0.30645782,9.825804
172030457,3,0.12449849,0.30645782,9.835381
172030459,3,0.12449849,0.29688102,9.854534
172030461,3,0.12449849,0.2873042,9.854534
172030463,3,0.10534488,0.29688102,9.854534
172030465,3,0.10534488,0.29688102,9.854534
172030467,3,0.10534488,0.29688102,9.854534
172030469,3,0.10534488,0.29688102,9.854534
172030471,3,0.10534488,0.29688102,9.844957
172030473,3,0.12449849,0.29688102,9.844957
172030475,3,0.12449849,0.29688102,9.844957
172030477,3,0.12449849,0.29688102,9.844957
172030479,3,0.12449849,0.29688102,9.844957
172030481,3,0.12449849,0.29688102,9.844957
172030483,3,0.12449849,0.29688102,9.844957
172030485,3,0.12449849,0.29688102,9.844957
172030487,3,0.12449849,0.29688102,9.844957
172030489,3,0.12449849,0.29688102,9.835381
172030491,3,0.12449849,0.29688102,9.825804
172030493,3,0.12449849,0.29688102,9.825804
172030495,3,0.12449849,0.29688102,9.825804
172030497,3,0.12449849,0.29688102,9.825804
172030499,3,0.12449849,0.29688102,9.825804
172030501,3,0.12449849,0.31603462,9.825804
172030503,3,0.12449849,0.31603462,9.825804
172030505,3,0.12449849,0.31603462,9.844957
172030507,3,0.12449849,0.30645782,9.854534
172030509,3,0.12449849,0.29688102,9.854534
172030511,3,0.11492168,0.29688102,9.854534
172030513,3,0.11492168,0.29688102,9.835381
172030515,3,0.11492168,0.29688102,9.816227
172030517,3,0.11492168,0.31603462,9.816227
172030519,3,0.11492168,0.31603462,9.816227
172030521,3,0.12449849,0.31603462,9.816227
172030523,3,0.12449849,0.31603462,9.816227
172030525,3,0.12449849,0.31603462,9.816227
172030527,3,0.12449849,0.29688102,9.825804
172030529,3,0.12449849,0.29688102,9.835381
172030531,3,0.12449849,0.29688102,9.835381
172030533,3,0.12449849,0.29688102,9.835381
172030535,3,0.12449849,0.29688102,9.835381
172030537,3,0.12449849,0.29688102,9.835381
172030539,3,0.12449849,0.29688102,9.835381
172030541,3,0.12449849,0.29688102,9.825804
172030543,3,0.12449849,0.30645782,9.80665
172030545,3,0.11492168,0.31603462,9.80665
172030547,3,0.11492168,0.31603462,9.80665
172030549,3,0.11492168,0.31603462,9.825804
172030551,3,0.11492168,0.31603462,9.835381
172030553,3,0.12449849,0.31603462,9.835381
172030555,3,0.12449849,0.31603462,9.844957
172030557,3,0.12449849,0.31603462,9.854534
172030559,3,0.12449849,0.31603462,9.854534
172030561,3,0.12449849,0.31603462,9.854534
172030563,3,0.12449849,0.31603462,9.854534
172030565,3,0.12449849,0.31603462,9.854534
172030567,3,0.12449849,0.31603462,9.844957
172030569,3,0.12449849,0.31603462,9.844957
172030571,3,0.12449849,0.30645782,9.844957
172030573,3,0.12449849,0.30645782,9.844957
172030575,3,0.12449849,0.30645782,9.844957
172030577,3,0.12449849,0.30645782,9.844957
172030579,3,0.12449849,0.29688102,9.844957
172030581,3,0.12449849,0.2873042,9.844957
172030583,3,0.12449849,0.2873042,9.844957
172030585,3,0.12449849,0.2873042,9.844957
172030587,3,0.12449849,0.2873042,9.844957
172030589,3,0.12449849,0.2873042,9.844957
172030591,3,0.12449849,0.2873042,9.844957
172030593,3,0.12449849,0.2873042,9.844957
172030595,3,0.12449849,0.29688102,9.835381
172030597,3,0.12449849,0.29688102,9.835381
172030599,3,0.12449849,0.29688102,9.835381
172030601,3,0.12449849,0.29688102,9.835381
172030603,3,0.12449849,0.29688102,9.835381
172030605,3,0.12449849,0.29688102,9.844957
172030607,3,0.12449849,0.29688102,9.844957
172030609,3,0.12449849,0.29688102,9.844957
172030611,3,0.11492168,0.29688102,9.844957
172030613,3,0.11492168,0.29688102,9.835381
172030615,3,0.11492168,0.29688102,9.835381
172030617,3,0.11492168,0.29688102,9.835381
172030619,3,0.11492168,0.29688102,9.835381
172030621,3,0.11492168,0.29688102,9.835381
172030623,3,0.11492168,0.29688102,9.835381
172030625,3,0.11492168,0.29688102,9.835381
172030627,3,0.11492168,0.30645782,9.835381
172030629,3,0.11492168,0.30645782,9.835381
172030631,3,0.11492168,0.30645782,9.835381
172030633,3,0.11492168,0.30645782,9.835381
172030635,3,0.11492168,0.30645782,9.835381
172030637,3,0.11492168,0.30645782,9.825804
172030639,3,0.11492168,0.30645782,9.825804
172030641,3,0.11492168,0.30645782,9.825804
172030643,3,0.12449849,0.30645782,9.825804
172030645,3,0.12449849,0.30645782,9.825804
172030647,3,0.12449849,0.30645782,9.825804
172030649,3,0.12449849,0.29688102,9.835381
172030651,3,0.12449849,0.29688102,9.844957
172030653,3,0.12449849,0.29688102,9.844957
172030655,3,0.12449849,0.29688102,9.844957
172030657,3,0.1340753,0.29688102,9.844957
172030659,3,0.1340753,0.29688102,9.844957
172030661,3,0.1340753,0.29688102,9.844957
172030663,3,0.1340753,0.29688102,9.844957
172030665,3,0.1340753,0.29688102,9.835381
172030667,3,0.1340753,0.29688102,9.825804
172030669,3,0.12449849,0.29688102,9.825804
172030671,3,0.12449849,0.29688102,9.825804
172030673,3,0.12449849,0.29688102,9.825804
172030675,3,0.12449849,0.29688102,9.825804
172030677,3,0.12449849,0.29688102,9.835381
172030679,3,0.12449849,0.29688102,9.835381
172030681,3,0.12449849,0.29688102,9.835381
172030683,3,0.12449849,0.29688102,9.835381
172030685,3,0.11492168,0.29688102,9.825804
172030687,3,0.11492168,0.30645782,9.825804
172030689,3,0.11492168,0.30645782,9.825804
172030691,3,0.11492168,0.31603462,9.816227
172030693,3,0.11492168,0.30645782,9.816227
172030695,3,0.10534488,0.30645782,9.816227
172030697,3,0.11492168,0.30645782,9.816227
172030699,3,0.11492168,0.30645782,9.816227
172030701,3,0.11492168,0.31603462,9.816227
172030703,3,0.1340753,0.30645782,9.816227
172030705,3,0.1340753,0.30645782,9.816227
172030707,3,0.1340753,0.30645782,9.816227
172030709,3,0.1340753,0.30645782,9.816227
172030711,3,0.12449849,0.30645782,9.816227
172030713,3,0.12449849,0.30645782,9.816227
172030715,3,0.12449849,0.30645782,9.816227
172030717,3,0.12449849,0.30645782,9.816227
172030719,3,0.12449849,0.30645782,9.825804
172030721,3,0.12449849,0.30645782,9.825804
172030723,3,0.12449849,0.30645782,9.825804
172030725,3,0.12449849,0.30645782,9.825804
172030727,3,0.12449849,0.30645782,9.825804
172030729,3,0.12449849,0.30645782,9.825804
172030731,3,0.11492168,0.30645782,9.825804
172030733,3,0.11492168,0.30645782,9.825804
172030735,3,0.11492168,0.30645782,9.825804
172030737,3,0.11492168,0.30645782,9.825804
172030739,3,0.11492168,0.29688102,9.825804
172030741,3,0.11492168,0.29688102,9.825804
172030743,3,0.11492168,0.29688102,9.825804
172030745,3,0.11492168,0.29688102,9.825804
172030747,3,0.11492168,0.29688102,9.825804
172030749,3,0.11492168,0.29688102,9.825804
172030751,3,0.11492168,0.29688102,9.825804
172030753,3,0.11492168,0.2873042,9.825804
172030755,3,0.11492168,0.2873042,9.825804
172030757,3,0.11492168,0.29688102,9.825804
172030759,3,0.12449849,0.29688102,9.825804
172030761,3,0.12449849,0.29688102,9.825804
172030763,3,0.12449849,0.30645782,9.825804
172030765,3,0.12449849,0.29688102,9.825804
172030767,3,0.12449849,0.31603462,9.825804
172030769,3,0.12449849,0.31603462,9.825804
172030771,3,0.12449849,0.31603462,9.825804
172030773,3,0.12449849,0.31603462,9.825804
172030775,3,0.12449849,0.31603462,9.825804
172030777,3,0.12449849,0.31603462,9.80665
172030779,3,0.12449849,0.31603462,9.80665
172030781,3,0.12449849,0.31603462,9.80665
172030783,3,0.12449849,0.31603462,9.80665
172030785,3,0.12449849,0.31603462,9.80665
172030787,3,0.12449849,0.31603462,9.80665
172030789,3,0.12449849,0.31603462,9.816227
172030791,3,0.12449849,0.31603462,9.816227
172030793,3,0.11492168,0.30645782,9.816227
172030795,3,0.11492168,0.30645782,9.816227
172030797,3,0.11492168,0.30645782,9.816227
172030799,3,0.12449849,0.30645782,9.816227
172030801,3,0.1340753,0.30645782,9.816227
172030803,3,0.1340753,0.30645782,9.816227
172030805,3,0.1340753,0.30645782,9.816227
172030807,3,0.12449849,0.30645782,9.816227
172030809,3,0.12449849,0.30645782,9.816227
172030811,3,0.12449849,0.30645782,9.816227
172030813,3,0.12449849,0.30645782,9.816227
172030815,3,0.12449849,0.30645782,9.825804
172030817,3,0.12449849,0.29688102,9.825804
172030819,3,0.12449849,0.2873042,9.825804
172030821,3,0.12449849,0.2873042,9.816227
172030823,3,0.12449849,0.29688102,9.80665
172030825,3,0.12449849,0.29688102,9.80665
172030827,3,0.1436521,0.29688102,9.80665
172030829,3,0.1436521,0.29688102,9.80665
172030831,3,0.1340753,0.29688102,9.80665
172030833,3,0.1340753,0.29688102,9.816227
172030835,3,0.1340753,0.29688102,9.816227
172030837,3,0.1340753,0.29688102,9.816227
172030839,3,0.1340753,0.2873042,9.816227
172030841,3,0.1340753,0.2873042,9.825804
172030843,3,0.1340753,0.2873042,9.825804
172030845,3,0.1340753,0.2873042,9.825804
172030847,3,0.11492168,0.2873042,9.825804
172030849,3,0.11492168,0.29688102,9.825804
172030851,3,0.11492168,0.29688102,9.816227
172030853,3,0.11492168,0.29688102,9.816227
172030855,3,0.11492168,0.29688102,9.80665
172030857,3,0.11492168,0.30645782,9.80665
172030859,3,0.11492168,0.31603462,9.80665
172030861,3,0.11492168,0.32561144,9.80665
172030863,3,0.11492168,0.31603462,9.80665
172030865,3,0.11492168,0.29688102,9.816227
172030867,3,0.11492168,0.29688102,9.816227
172030869,3,0.12449849,0.29688102,9.816227
172030871,3,0.12449849,0.29688102,9.816227
172030873,3,0.11492168,0.29688102,9.816227
172030875,3,0.11492168,0.29688102,9.80665
172030877,3,0.11492168,0.29688102,9.80665
172030879,3,0.11492168,0.29688102,9.80665
172030881,3,0.12449849,0.30645782,9.80665
172030883,3,0.12449849,0.30645782,9.80665
172030885,3,0.12449849,0.30645782,9.80665
172030887,3,0.12449849,0.31603462,9.80665
172030889,3,0.12449849,0.31603462,9.80665
172030891,3,0.12449849,0.31603462,9.80665
172030893,3,0.12449849,0.31603462,9.80665
172030895,3,0.12449849,0.31603462,9.80665
172030897,3,0.12449849,0.30645782,9.80665
172030899,3,0.12449849,0.30645782,9.80665
172030901,3,0.12449849,0.30645782,9.80665
172030903,3,0.12449849,0.30645782,9.80665
172030905,3,0.12449849,0.30645782,9.80665
172030907,3,0.12449849,0.30645782,9.816227
172030909,3,0.12449849,0.30645782,9.816227
172030911,3,0.12449849,0.30645782,9.816227
172030913,3,0.12449849,0.30645782,9.816227
172030915,3,0.12449849,0.30645782,9.816227
172030917,3,0.12449849,0.30645782,9.816227
172030919,3,0.12449849,0.30645782,9.816227
172030921,3,0.12449849,0.30645782,9.816227
172030923,3,0.12449849,0.30645782,9.816227
172030925,3,0.12449849,0.30645782,9.816227
172030927,3,0.1340753,0.30645782,9.816227
172030929,3,0.1340753,0.30645782,9.816227
172030931,3,0.12449849,0.30645782,9.816227
172030933,3,0.11492168,0.30645782,9.825804
172030935,3,0.11492168,0.30645782,9.825804
172030937,3,0.11492168,0.30645782,9.825804
172030939,3,0.11492168,0.30645782,9.825804
172030941,3,0.12449849,0.30645782,9.825804
172030943,3,0.11492168,0.30645782,9.816227
172030945,3,0.11492168,0.30645782,9.797073
172030947,3,0.11492168,0.30645782,9.787497
172030949,3,0.11492168,0.30645782,9.787497
172030951,3,0.11492168,0.30645782,9.787497
172030953,3,0.11492168,0.30645782,9.797073
172030955,3,0.11492168,0.30645782,9.80665
172030957,3,0.11492168,0.29688102,9.80665
172030959,3,0.11492168,0.29688102,9.816227
172030961,3,0.1340753,0.29688102,9.816227
172030963,3,0.1340753,0.29688102,9.816227
172030965,3,0.1340753,0.29688102,9.816227
172030967,3,0.11492168,0.29688102,9.80665
172030969,3,0.11492168,0.29688102,9.80665
172030971,3,0.11492168,0.29688102,9.80665
172030973,3,0.12449849,0.29688102,9.80665
172030975,3,0.1340753,0.29688102,9.797073
172030977,3,0.1340753,0.30645782,9.797073
172030979,3,0.1340753,0.30645782,9.816227
172030981,3,0.1340753,0.30645782,9.816227
172030983,3,0.1340753,0.30645782,9.816227
172030985,3,0.1340753,0.30645782,9.816227
172030987,3,0.1340753,0.30645782,9.825804
172030989,3,0.1340753,0.30645782,9.825804
172030991,3,0.1340753,0.30645782,9.825804
172030993,3,0.1340753,0.30645782,9.825804
172030995,3,0.1340753,0.30645782,9.825804
172030997,3,0.1340753,0.30645782,9.816227
172030999,3,0.12449849,0.30645782,9.816227
172031001,3,0.11492168,0.30645782,9.816227
172031003,3,0.11492168,0.30645782,9.80665
172031005,3,0.11492168,0.30645782,9.80665
172031007,3,0.11492168,0.29688102,9.80665
172031009,3,0.11492168,0.29688102,9.80665
172031011,3,0.11492168,0.2873042,9.816227
172031013,3,0.12449849,0.2873042,9.816227
172031015,3,0.12449849,0.2873042,9.816227
172031017,3,0.12449849,0.2873042,9.816227
172031019,3,0.12449849,0.2873042,9.816227
172031021,3,0.12449849,0.30645782,9.816227
172031023,3,0.12449849,0.30645782,9.816227
172031025,3,0.12449849,0.30645782,9.816227
172031027,3,0.12449849,0.30645782,9.80665
172031029,3,0.12449849,0.30645782,9.80665
172031031,3,0.12449849,0.30645782,9.80665
172031033,3,0.12449849,0.30645782,9.80665
172031035,3,0.12449849,0.32561144,9.80665
172031037,3,0.12449849,0.31603462,9.816227
172031039,3,0.12449849,0.31603462,9.816227
172031041,3,0.12449849,0.31603462,9.816227
172031043,3,0.12449849,0.30645782,9.816227
172031045,3,0.12449849,0.30645782,9.816227
172031047,3,0.12449849,0.30645782,9.816227
172031049,3,0.12449849,0.30645782,9.816227
172031051,3,0.12449849,0.30645782,9.816227
172031053,3,0.12449849,0.30645782,9.816227
172031055,3,0.12449849,0.30645782,9.816227
172031057,3,0.12449849,0.30645782,9.80665
172031059,3,0.12449849,0.29688102,9.80665
172031061,3,0.12449849,0.29688102,9.80665
172031063,3,0.12449849,0.29688102,9.816227
172031065,3,0.11492168,0.29688102,9.816227
172031067,3,0.11492168,0.30645782,9.816227
