accelerometer-icm20690,invensense,2020-02-15_19-30-56.600_865914035260724
timestamp,accuracy(more=better),acc_x[m/s^2],acc_y[m/s^2],acc_z[m/s^2]
1279035268,3,1.8483237,2.3175871,9.500193
1279035270,3,1.8770541,2.3175871,9.519346
1279035272,3,1.8770541,2.3175871,9.519346
1279035274,3,1.8770541,2.3175871,9.519346
1279035276,3,1.8770541,2.2984335,9.509769
1279035278,3,1.8770541,2.2984335,9.490616
1279035280,3,1.8579005,2.3080103,9.461885
1279035282,3,1.8483237,2.3080103,9.452309
1279035284,3,1.8291701,2.3175871,9.442732
1279035286,3,1.8100165,2.3175871,9.442732
1279035288,3,1.8100165,2.336741,9.423578
1279035290,3,1.8004397,2.336741,9.404425
1279035292,3,1.8004397,2.336741,9.394848
1279035294,3,1.7908629,2.3558946,9.385271
1279035296,3,1.7908629,2.3558946,9.356541
1279035298,3,1.7908629,2.3558946,9.32781
1279035300,3,1.7908629,2.3654714,9.299079
1279035302,3,1.7908629,2.3654714,9.289502
1279035304,3,1.8100165,2.3654714,9.270349
1279035306,3,1.8291701,2.3750482,9.260772
1279035308,3,1.8483237,2.3750482,9.260772
1279035310,3,1.8579005,2.3750482,9.279925
1279035312,3,1.8674773,2.3750482,9.289502
1279035314,3,1.8770541,2.3654714,9.299079
1279035316,3,1.8770541,2.3558946,9.3182335
1279035318,3,1.8866309,2.336741,9.3182335
1279035320,3,1.8866309,2.3080103,9.3182335
1279035322,3,1.8866309,2.3080103,9.3182335
1279035324,3,1.8770541,2.2984335,9.3182335
1279035326,3,1.8866309,2.27928,9.337387
1279035328,3,1.8866309,2.2697031,9.3661175
1279035330,3,1.8866309,2.2505496,9.394848
1279035332,3,1.8866309,2.2505496,9.414001
1279035334,3,1.8866309,2.2505496,9.452309
1279035336,3,1.8866309,2.2505496,9.471462
1279035338,3,1.8866309,2.2505496,9.490616
1279035340,3,1.8770541,2.2505496,9.509769
1279035342,3,1.8674773,2.2505496,9.509769
1279035344,3,1.8483237,2.2505496,9.500193
1279035346,3,1.8291701,2.2505496,9.481039
1279035348,3,1.8100165,2.2505496,9.461885
1279035350,3,1.8100165,2.2505496,9.433155
1279035352,3,1.8004397,2.2505496,9.423578
1279035354,3,1.8004397,2.2505496,9.404425
1279035356,3,1.8004397,2.2697031,9.385271
1279035358,3,1.8004397,2.27928,9.375694
1279035360,3,1.8004397,2.27928,9.346964
1279035362,3,1.8004397,2.27928,9.346964
1279035364,3,1.8004397,2.2984335,9.356541
1279035366,3,1.8004397,2.3080103,9.375694
1279035368,3,1.8195933,2.3080103,9.394848
1279035370,3,1.8387469,2.3175871,9.394848
1279035372,3,1.8483237,2.3175871,9.394848
1279035374,3,1.8483237,2.3175871,9.394848
1279035376,3,1.8483237,2.3175871,9.394848
1279035378,3,1.8483237,2.3080103,9.375694
1279035380,3,1.8483237,2.2984335,9.356541
1279035382,3,1.8483237,2.2984335,9.356541
1279035384,3,1.8387469,2.2984335,9.346964
1279035386,3,1.8195933,2.2888567,9.346964
1279035388,3,1.8100165,2.2697031,9.346964
1279035390,3,1.7812861,2.2601264,9.356541
1279035392,3,1.7717092,2.2601264,9.356541
1279035394,3,1.7525556,2.2601264,9.356541
1279035396,3,1.7525556,2.2601264,9.356541
1279035398,3,1.7525556,2.2601264,9.346964
1279035400,3,1.733402,2.2601264,9.337387
1279035402,3,1.733402,2.2601264,9.337387
1279035404,3,1.733402,2.2601264,9.32781
1279035406,3,1.733402,2.2697031,9.32781
1279035408,3,1.733402,2.2888567,9.32781
1279035410,3,1.733402,2.3080103,9.32781
1279035412,3,1.7429788,2.327164,9.337387
1279035414,3,1.7621324,2.3463178,9.346964
1279035416,3,1.7717092,2.3654714,9.356541
1279035418,3,1.7908629,2.3750482,9.375694
1279035420,3,1.7908629,2.3942018,9.375694
1279035422,3,1.7908629,2.3942018,9.375694
1279035424,3,1.7908629,2.3942018,9.375694
1279035426,3,1.7908629,2.4037786,9.375694
1279035428,3,1.7812861,2.4037786,9.394848
1279035430,3,1.7717092,2.4037786,9.414001
1279035432,3,1.7717092,2.4037786,9.433155
1279035434,3,1.7621324,2.384625,9.452309
1279035436,3,1.7621324,2.3750482,9.471462
1279035438,3,1.7621324,2.3750482,9.481039
1279035440,3,1.7525556,2.3750482,9.481039
1279035442,3,1.7525556,2.3750482,9.481039
1279035444,3,1.7525556,2.3750482,9.481039
1279035446,3,1.7525556,2.3750482,9.481039
1279035448,3,1.7621324,2.3750482,9.471462
1279035450,3,1.7812861,2.384625,9.471462
1279035452,3,1.8004397,2.3750482,9.461885
1279035454,3,1.8195933,2.3750482,9.442732
1279035456,3,1.8195933,2.3654714,9.433155
1279035458,3,1.8100165,2.3463178,9.414001
1279035460,3,1.8100165,2.3463178,9.394848
1279035462,3,1.8004397,2.3463178,9.375694
1279035464,3,1.7908629,2.336741,9.356541
1279035466,3,1.7908629,2.336741,9.356541
1279035468,3,1.7908629,2.336741,9.356541
1279035470,3,1.7908629,2.336741,9.356541
1279035472,3,1.7908629,2.336741,9.356541
1279035474,3,1.7908629,2.336741,9.356541
1279035476,3,1.7908629,2.336741,9.356541
1279035478,3,1.7908629,2.3463178,9.346964
1279035480,3,1.7908629,2.3558946,9.32781
1279035482,3,1.7908629,2.3558946,9.308656
1279035484,3,1.8100165,2.3558946,9.289502
1279035486,3,1.8100165,2.3654714,9.270349
1279035488,3,1.8291701,2.3654714,9.260772
1279035490,3,1.8387469,2.384625,9.260772
1279035492,3,1.8387469,2.384625,9.260772
1279035494,3,1.8291701,2.384625,9.260772
1279035496,3,1.8291701,2.384625,9.260772
1279035498,3,1.8291701,2.384625,9.260772
1279035500,3,1.8387469,2.384625,9.270349
1279035502,3,1.8387469,2.384625,9.279925
1279035504,3,1.8387469,2.384625,9.299079
1279035506,3,1.8387469,2.384625,9.3182335
1279035508,3,1.8387469,2.384625,9.337387
1279035510,3,1.8387469,2.384625,9.356541
1279035512,3,1.8387469,2.384625,9.375694
1279035514,3,1.8387469,2.384625,9.394848
1279035516,3,1.8387469,2.384625,9.423578
1279035518,3,1.8387469,2.384625,9.442732
1279035520,3,1.8387469,2.384625,9.442732
1279035522,3,1.8387469,2.384625,9.452309
1279035524,3,1.8387469,2.3942018,9.461885
1279035526,3,1.8387469,2.4037786,9.461885
1279035528,3,1.8195933,2.3942018,9.461885
1279035530,3,1.8195933,2.3942018,9.461885
1279035532,3,1.8100165,2.3750482,9.461885
1279035534,3,1.8100165,2.3558946,9.452309
1279035536,3,1.8100165,2.3558946,9.433155
1279035538,3,1.8100165,2.3463178,9.414001
1279035540,3,1.8100165,2.327164,9.394848
1279035542,3,1.8100165,2.3175871,9.385271
1279035544,3,1.8100165,2.2984335,9.375694
1279035546,3,1.8100165,2.27928,9.356541
1279035548,3,1.8004397,2.2697031,9.356541
1279035550,3,1.8195933,2.2697031,9.356541
1279035552,3,1.8195933,2.27928,9.3661175
1279035554,3,1.8291701,2.27928,9.375694
1279035556,3,1.8387469,2.2984335,9.375694
1279035558,3,1.8387469,2.2984335,9.375694
1279035560,3,1.8387469,2.3080103,9.3661175
1279035562,3,1.8387469,2.3080103,9.346964
1279035564,3,1.8291701,2.3080103,9.32781
1279035566,3,1.8291701,2.3080103,9.308656
1279035568,3,1.8291701,2.3080103,9.289502
1279035570,3,1.8291701,2.3080103,9.270349
1279035572,3,1.8291701,2.3080103,9.251195
1279035574,3,1.8195933,2.3080103,9.251195
1279035576,3,1.8195933,2.2984335,9.251195
1279035578,3,1.8195933,2.2984335,9.260772
1279035580,3,1.8387469,2.2984335,9.279925
1279035582,3,1.8387469,2.2984335,9.308656
1279035584,3,1.8483237,2.2984335,9.32781
1279035586,3,1.8674773,2.2984335,9.346964
1279035588,3,1.8866309,2.2984335,9.375694
1279035590,3,1.8866309,2.3080103,9.375694
1279035592,3,1.8866309,2.3175871,9.3661175
1279035594,3,1.9057846,2.336741,9.3661175
1279035596,3,1.9153614,2.3463178,9.3661175
1279035598,3,1.9153614,2.3463178,9.3661175
1279035600,3,1.9153614,2.3463178,9.3661175
1279035602,3,1.9153614,2.3463178,9.3661175
1279035604,3,1.9153614,2.3463178,9.3661175
1279035606,3,1.9153614,2.3463178,9.375694
1279035608,3,1.9153614,2.3463178,9.394848
1279035610,3,1.9153614,2.3463178,9.404425
1279035612,3,1.9153614,2.3463178,9.404425
1279035614,3,1.9153614,2.336741,9.404425
1279035616,3,1.9153614,2.327164,9.404425
1279035618,3,1.9153614,2.327164,9.394848
1279035620,3,1.9153614,2.3175871,9.394848
1279035622,3,1.8962077,2.3175871,9.394848
1279035624,3,1.9057846,2.3175871,9.394848
1279035626,3,1.9249382,2.327164,9.394848
1279035628,3,1.9249382,2.336741,9.394848
1279035630,3,1.9153614,2.336741,9.394848
1279035632,3,1.9153614,2.336741,9.394848
1279035634,3,1.9249382,2.336741,9.394848
1279035636,3,1.9249382,2.3463178,9.394848
1279035638,3,1.934515,2.3558946,9.375694
1279035640,3,1.934515,2.3558946,9.356541
1279035642,3,1.934515,2.3558946,9.346964
1279035644,3,1.934515,2.3750482,9.337387
1279035646,3,1.934515,2.384625,9.32781
1279035648,3,1.934515,2.384625,9.32781
1279035650,3,1.934515,2.384625,9.3182335
1279035652,3,1.9249382,2.384625,9.3182335
1279035654,3,1.9249382,2.384625,9.308656
1279035656,3,1.9249382,2.3942018,9.308656
1279035658,3,1.9249382,2.4037786,9.308656
1279035660,3,1.9153614,2.4037786,9.308656
1279035662,3,1.9153614,2.4037786,9.308656
1279035664,3,1.9153614,2.4037786,9.308656
1279035666,3,1.9153614,2.4037786,9.308656
1279035668,3,1.9153614,2.4037786,9.308656
1279035670,3,1.934515,2.4037786,9.308656
1279035672,3,1.934515,2.4037786,9.3182335
1279035674,3,1.934515,2.4037786,9.3182335
1279035676,3,1.934515,2.4133554,9.3182335
1279035678,3,1.934515,2.4133554,9.3182335
1279035680,3,1.9440918,2.4229321,9.3182335
1279035682,3,1.9632454,2.4229321,9.3182335
1279035684,3,1.9632454,2.4229321,9.3182335
1279035686,3,1.9632454,2.4229321,9.3182335
1279035688,3,1.9632454,2.4229321,9.32781
1279035690,3,1.9536686,2.4229321,9.337387
1279035692,3,1.9536686,2.4229321,9.346964
1279035694,3,1.934515,2.4229321,9.346964
1279035696,3,1.934515,2.4229321,9.337387
1279035698,3,1.934515,2.4133554,9.337387
1279035700,3,1.9249382,2.3942018,9.337387
1279035702,3,1.9249382,2.384625,9.346964
1279035704,3,1.9249382,2.384625,9.346964
1279035706,3,1.9153614,2.384625,9.346964
1279035708,3,1.9249382,2.3750482,9.346964
1279035710,3,1.934515,2.384625,9.3661175
1279035712,3,1.934515,2.3942018,9.385271
1279035714,3,1.934515,2.3942018,9.404425
1279035716,3,1.934515,2.4037786,9.423578
1279035718,3,1.934515,2.4037786,9.433155
1279035720,3,1.934515,2.4037786,9.433155
1279035722,3,1.9249382,2.4133554,9.433155
1279035724,3,1.9249382,2.432509,9.433155
1279035726,3,1.9249382,2.432509,9.433155
1279035728,3,1.9249382,2.4420857,9.433155
1279035730,3,1.9249382,2.4612393,9.423578
1279035732,3,1.9057846,2.4708161,9.404425
1279035734,3,1.8962077,2.480393,9.385271
1279035736,3,1.8962077,2.480393,9.3661175
1279035738,3,1.8866309,2.480393,9.346964
1279035740,3,1.8674773,2.4612393,9.32781
1279035742,3,1.8483237,2.4420857,9.299079
1279035744,3,1.8291701,2.4229321,9.260772
1279035746,3,1.8291701,2.4133554,9.241618
1279035748,3,1.8291701,2.4133554,9.232041
1279035750,3,1.8291701,2.3942018,9.222465
1279035752,3,1.8291701,2.3750482,9.232041
1279035754,3,1.8291701,2.3654714,9.251195
1279035756,3,1.8387469,2.3654714,9.270349
1279035758,3,1.8579005,2.3654714,9.289502
1279035760,3,1.8770541,2.3558946,9.308656
1279035762,3,1.8962077,2.3463178,9.32781
1279035764,3,1.9153614,2.3463178,9.346964
1279035766,3,1.934515,2.3463178,9.356541
1279035768,3,1.9536686,2.3463178,9.356541
1279035770,3,1.9632454,2.3463178,9.356541
1279035772,3,1.9632454,2.3463178,9.356541
1279035774,3,1.982399,2.3463178,9.356541
1279035776,3,1.982399,2.3463178,9.356541
1279035778,3,1.982399,2.3463178,9.356541
1279035780,3,1.982399,2.3558946,9.356541
1279035782,3,1.982399,2.3654714,9.3661175
1279035784,3,2.0015526,2.3654714,9.375694
1279035786,3,2.0015526,2.3654714,9.375694
1279035788,3,2.0015526,2.3654714,9.385271
1279035790,3,1.9919758,2.3654714,9.385271
1279035792,3,1.982399,2.3654714,9.385271
1279035794,3,1.982399,2.3654714,9.375694
1279035796,3,1.982399,2.3654714,9.375694
1279035798,3,1.9632454,2.3654714,9.356541
1279035800,3,1.9632454,2.3654714,9.337387
1279035802,3,1.9632454,2.384625,9.337387
1279035804,3,1.9632454,2.3942018,9.32781
1279035806,3,1.9632454,2.3942018,9.32781
1279035808,3,1.9440918,2.4037786,9.32781
1279035810,3,1.9249382,2.4229321,9.32781
1279035812,3,1.9249382,2.432509,9.32781
1279035814,3,1.9249382,2.4420857,9.32781
1279035816,3,1.9249382,2.4420857,9.32781
1279035818,3,1.9249382,2.4420857,9.3182335
1279035820,3,1.9249382,2.4420857,9.3182335
1279035822,3,1.9249382,2.4420857,9.3182335
1279035824,3,1.9440918,2.432509,9.3182335
1279035826,3,1.9440918,2.4229321,9.3182335
1279035828,3,1.9536686,2.4229321,9.3182335
1279035830,3,1.9632454,2.4037786,9.3182335
1279035832,3,1.9632454,2.4037786,9.3182335
1279035834,3,1.9632454,2.384625,9.3182335
1279035836,3,1.9632454,2.3750482,9.308656
1279035838,3,1.9632454,2.3750482,9.289502
1279035840,3,1.9632454,2.3750482,9.289502
1279035842,3,1.9632454,2.3750482,9.289502
1279035844,3,1.9632454,2.3750482,9.289502
1279035846,3,1.9632454,2.3750482,9.299079
1279035848,3,1.9440918,2.3750482,9.3182335
1279035850,3,1.9440918,2.384625,9.3182335
1279035852,3,1.9249382,2.384625,9.337387
1279035854,3,1.9249382,2.384625,9.356541
1279035856,3,1.9249382,2.384625,9.356541
1279035858,3,1.9249382,2.384625,9.3661175
1279035860,3,1.9249382,2.384625,9.3661175
1279035862,3,1.934515,2.384625,9.3661175
1279035864,3,1.934515,2.384625,9.375694
1279035866,3,1.934515,2.384625,9.375694
1279035868,3,1.9440918,2.3942018,9.375694
1279035870,3,1.9632454,2.3942018,9.375694
1279035872,3,1.9632454,2.3942018,9.394848
1279035874,3,1.9632454,2.3942018,9.394848
1279035876,3,1.9728222,2.3942018,9.404425
1279035878,3,1.9728222,2.3750482,9.404425
1279035880,3,1.9728222,2.3750482,9.404425
1279035882,3,1.9728222,2.3654714,9.404425
1279035884,3,1.9536686,2.3463178,9.385271
1279035886,3,1.9536686,2.327164,9.375694
1279035888,3,1.9536686,2.3175871,9.356541
1279035890,3,1.934515,2.3175871,9.337387
1279035892,3,1.934515,2.3175871,9.3182335
1279035894,3,1.934515,2.3175871,9.299079
1279035896,3,1.934515,2.3080103,9.279925
1279035898,3,1.934515,2.3080103,9.260772
1279035900,3,1.934515,2.3080103,9.241618
1279035902,3,1.934515,2.3080103,9.222465
1279035904,3,1.9440918,2.3080103,9.222465
1279035906,3,1.9440918,2.3080103,9.222465
1279035908,3,1.9536686,2.3080103,9.222465
1279035910,3,1.9536686,2.3080103,9.222465
1279035912,3,1.9632454,2.3080103,9.222465
1279035914,3,1.9632454,2.3080103,9.232041
1279035916,3,1.9632454,2.2984335,9.251195
1279035918,3,1.9632454,2.2984335,9.251195
1279035920,3,1.9632454,2.2888567,9.270349
1279035922,3,1.9536686,2.27928,9.289502
1279035924,3,1.9440918,2.27928,9.308656
1279035926,3,1.9440918,2.27928,9.32781
1279035928,3,1.9440918,2.27928,9.346964
1279035930,3,1.9440918,2.2888567,9.375694
1279035932,3,1.9440918,2.2888567,9.394848
1279035934,3,1.9440918,2.2888567,9.404425
1279035936,3,1.9249382,2.2888567,9.414001
1279035938,3,1.9249382,2.2888567,9.423578
1279035940,3,1.9057846,2.2888567,9.423578
1279035942,3,1.8962077,2.2888567,9.414001
1279035944,3,1.8962077,2.2888567,9.404425
1279035946,3,1.8770541,2.2888567,9.404425
1279035948,3,1.8674773,2.2888567,9.394848
1279035950,3,1.8674773,2.2888567,9.385271
1279035952,3,1.8674773,2.2888567,9.385271
1279035954,3,1.8674773,2.2697031,9.385271
1279035956,3,1.8674773,2.2697031,9.3661175
1279035958,3,1.8866309,2.2697031,9.356541
1279035960,3,1.9057846,2.2697031,9.356541
1279035962,3,1.9249382,2.2697031,9.346964
1279035964,3,1.9440918,2.2697031,9.346964
1279035966,3,1.9440918,2.2697031,9.346964
1279035968,3,1.9536686,2.2697031,9.346964
1279035970,3,1.9728222,2.2697031,9.32781
1279035972,3,1.982399,2.2697031,9.3182335
1279035974,3,1.982399,2.27928,9.3182335
1279035976,3,1.982399,2.2984335,9.299079
1279035978,3,1.9728222,2.2984335,9.279925
1279035980,3,1.9728222,2.2984335,9.260772
1279035982,3,1.9536686,2.2984335,9.251195
1279035984,3,1.934515,2.3175871,9.232041
1279035986,3,1.9153614,2.3175871,9.232041
1279035988,3,1.9153614,2.3175871,9.232041
1279035990,3,1.9153614,2.3175871,9.232041
1279035992,3,1.9153614,2.3175871,9.241618
1279035994,3,1.9153614,2.3175871,9.260772
1279035996,3,1.9153614,2.3175871,9.279925
1279035998,3,1.9153614,2.3175871,9.299079
1279036000,3,1.9249382,2.3175871,9.3182335
1279036002,3,1.9249382,2.3175871,9.337387
1279036004,3,1.9440918,2.3175871,9.356541
1279036006,3,1.9440918,2.3080103,9.375694
1279036008,3,1.9440918,2.3080103,9.385271
1279036010,3,1.9632454,2.3175871,9.404425
1279036012,3,1.9632454,2.3175871,9.404425
1279036014,3,1.9632454,2.3175871,9.404425
1279036016,3,1.9536686,2.2984335,9.414001
1279036018,3,1.9536686,2.27928,9.433155
1279036020,3,1.934515,2.2697031,9.433155
1279036022,3,1.9249382,2.2601264,9.433155
1279036024,3,1.9249382,2.2505496,9.433155
1279036026,3,1.9057846,2.2505496,9.423578
1279036028,3,1.8962077,2.2409728,9.404425
1279036030,3,1.8866309,2.231396,9.375694
1279036032,3,1.8866309,2.231396,9.375694
1279036034,3,1.8866309,2.2218192,9.375694
1279036036,3,1.8866309,2.2026656,9.356541
1279036038,3,1.8866309,2.2026656,9.356541
1279036040,3,1.8866309,2.2026656,9.337387
1279036042,3,1.8962077,2.2122424,9.337387
1279036044,3,1.9057846,2.2122424,9.3182335
1279036046,3,1.9057846,2.2122424,9.299079
1279036048,3,1.9057846,2.2122424,9.289502
1279036050,3,1.9057846,2.2122424,9.260772
1279036052,3,1.9057846,2.2122424,9.251195
1279036054,3,1.9057846,2.2122424,9.232041
1279036056,3,1.9057846,2.2122424,9.212888
1279036058,3,1.9057846,2.2122424,9.212888
1279036060,3,1.8962077,2.2218192,9.212888
1279036062,3,1.8770541,2.2409728,9.212888
1279036064,3,1.8770541,2.2409728,9.222465
1279036066,3,1.8770541,2.2505496,9.241618
1279036068,3,1.8770541,2.2697031,9.260772
1279036070,3,1.8770541,2.27928,9.289502
1279036072,3,1.8770541,2.27928,9.299079
1279036074,3,1.8770541,2.2888567,9.3182335
1279036076,3,1.8770541,2.3080103,9.337387
1279036078,3,1.8770541,2.3175871,9.346964
1279036080,3,1.8962077,2.336741,9.3661175
1279036082,3,1.9057846,2.3463178,9.3661175
1279036084,3,1.9057846,2.3463178,9.3661175
1279036086,3,1.9057846,2.3558946,9.375694
1279036088,3,1.9057846,2.3654714,9.385271
1279036090,3,1.9153614,2.3750482,9.394848
1279036092,3,1.9153614,2.3750482,9.394848
1279036094,3,1.9153614,2.3750482,9.404425
1279036096,3,1.9153614,2.3750482,9.423578
1279036098,3,1.9153614,2.3750482,9.433155
1279036100,3,1.9153614,2.3750482,9.433155
