gyroscope-icm20690,invensense,2020-02-15_19-30-56.600_865914035260724
timestamp,accuracy(more=better),ang_vel_x[rad/s],ang_vel_y[rad/s],ang_vel_z[rad/s]
1279035131,3,0.021310471,0.022916174,0.037018433
1279035133,3,0.019181168,0.021851523,0.03488913
1279035135,3,0.020245818,0.01972222,0.037018433
1279035137,3,0.018116517,0.018657569,0.035953782
1279035139,3,0.015987216,0.016528267,0.03488913
1279035141,3,0.017051866,0.016528267,0.035953782
1279035143,3,0.015987216,0.013334315,0.035953782
1279035145,3,0.017051866,0.014398966,0.035953782
1279035147,3,0.013857914,0.016528267,0.035953782
1279035149,3,0.014922565,0.015463617,0.039147735
1279035151,3,0.013857914,0.012269665,0.041277036
1279035153,3,0.013857914,0.012269665,0.042341687
1279035155,3,0.012793263,0.010140363,0.042341687
1279035157,3,0.012793263,0.002687807,0.043406337
1279035159,3,0.011728613,5.5850536E-4,0.04447099
1279035161,3,0.013857914,-0.001553343,0.04660029
1279035163,3,0.012793263,5.5850536E-4,0.04553564
1279035165,3,0.012793263,0.003752458,0.04766494
1279035167,3,0.012793263,0.0069464105,0.04979424
1279035169,3,0.009599311,0.009075712,0.04660029
1279035171,3,0.00853466,0.016528267,0.04447099
1279035173,3,0.0074700094,0.016528267,0.043406337
1279035175,3,0.0053407075,0.014398966,0.041277036
1279035177,3,0.0074700094,0.013334315,0.037018433
1279035179,3,0.0074700094,0.014398966,0.03382448
1279035181,3,0.006405358,0.013334315,0.03275983
1279035183,3,0.0053407075,0.014398966,0.029565878
1279035185,3,0.004276057,0.015463617,0.028501227
1279035187,3,0.0021467549,0.015463617,0.026371924
1279035189,3,0.0032114058,0.015463617,0.024242623
1279035191,3,-0.0010297443,0.014398966,0.023177972
1279035193,3,-0.002094395,0.014398966,0.024242623
1279035195,3,-0.003159046,0.012269665,0.024242623
1279035197,3,-0.0052883476,0.009075712,0.023177972
1279035199,3,-0.004223697,0.0069464105,0.023177972
1279035201,3,-0.004223697,0.0058817593,0.024242623
1279035203,3,-0.0052883476,0.003752458,0.025307273
1279035205,3,-0.0052883476,0.0016231562,0.023177972
1279035207,3,-0.0010297443,-4.886922E-4,0.025307273
1279035209,3,1.7453292E-5,5.5850536E-4,0.024242623
1279035211,3,1.7453292E-5,0.0016231562,0.025307273
1279035213,3,-0.0010297443,0.003752458,0.024242623
1279035215,3,0.0010821042,0.008011062,0.022113321
1279035217,3,0.0021467549,0.011205014,0.023177972
1279035219,3,0.0021467549,0.014398966,0.022113321
1279035221,3,0.0032114058,0.013334315,0.02104867
1279035223,3,0.0053407075,0.015463617,0.01998402
1279035225,3,0.0053407075,0.015463617,0.01891937
1279035227,3,0.006405358,0.016528267,0.017854718
1279035229,3,0.0053407075,0.015463617,0.016790068
1279035231,3,0.0032114058,0.014398966,0.01891937
1279035233,3,0.0021467549,0.012269665,0.01998402
1279035235,3,0.004276057,0.014398966,0.01998402
1279035237,3,-0.0010297443,0.010140363,0.01998402
1279035239,3,1.7453292E-5,0.010140363,0.02104867
1279035241,3,0.0010821042,0.010140363,0.023177972
1279035243,3,-0.0010297443,0.0069464105,0.025307273
1279035245,3,-0.003159046,0.0048171086,0.023177972
1279035247,3,-0.0063529983,-4.886922E-4,0.025307273
1279035249,3,-0.009546951,-4.886922E-4,0.024242623
1279035251,3,-0.0084823,-4.886922E-4,0.025307273
1279035253,3,-0.009546951,0.0016231562,0.024242623
1279035255,3,-0.0127409035,-0.001553343,0.022113321
1279035257,3,-0.015934857,-4.886922E-4,0.02104867
1279035259,3,-0.014870205,-0.001553343,0.01891937
1279035261,3,-0.014870205,-0.0036826448,0.017854718
1279035263,3,-0.015934857,-0.0026179939,0.014660765
1279035265,3,-0.013805554,-0.0036826448,0.011466813
1279035267,3,-0.011676253,-0.0047472958,0.006143559
1279035269,3,-0.0084823,-0.0026179939,0.006143559
1279035271,3,-0.0074176495,-0.001553343,0.0040142573
1279035273,3,-0.0052883476,-0.001553343,0.0018849556
1279035275,3,-0.002094395,-0.001553343,-2.2689281E-4
1279035277,3,1.7453292E-5,0.0058817593,-0.0044854963
1279035279,3,0.0010821042,0.0069464105,-0.0044854963
1279035281,3,0.004276057,0.009075712,-0.0044854963
1279035283,3,0.0074700094,0.010140363,-0.0066147977
1279035285,3,0.009599311,0.012269665,-0.0044854963
1279035287,3,0.011728613,0.008011062,-0.008744099
1279035289,3,0.013857914,0.009075712,-0.008744099
1279035291,3,0.014922565,0.008011062,-0.009808751
1279035293,3,0.012793263,0.003752458,-0.009808751
1279035295,3,0.011728613,0.003752458,-0.008744099
1279035297,3,0.010663962,0.002687807,-0.011938052
1279035299,3,0.00853466,0.003752458,-0.011938052
1279035301,3,0.0032114058,0.0048171086,-0.010873402
1279035303,3,-0.003159046,0.003752458,-0.011938052
1279035305,3,-0.009546951,0.003752458,-0.014067354
1279035307,3,-0.016999507,5.5850536E-4,-0.016196655
1279035309,3,-0.019128809,-4.886922E-4,-0.017261306
1279035311,3,-0.02232276,-0.0036826448,-0.021519909
1279035313,3,-0.027646014,-0.006876597,-0.023649212
1279035315,3,-0.030839968,-0.013264502,-0.025778513
1279035317,3,-0.03403392,-0.015393804,-0.031101767
1279035319,3,-0.03509857,-0.015393804,-0.03323107
1279035321,3,-0.03190462,-0.012199852,-0.03536037
1279035323,3,-0.029775318,-0.010070549,-0.039618973
1279035325,3,-0.028710665,-0.0058119465,-0.041748274
1279035327,3,-0.02125811,0.002687807,-0.04707153
1279035329,3,-0.018064158,0.0048171086,-0.04707153
1279035331,3,-0.010611602,0.0069464105,-0.050265484
1279035333,3,-0.0074176495,0.009075712,-0.052394785
1279035335,3,0.0032114058,0.010140363,-0.053459436
1279035337,3,0.011728613,0.012269665,-0.05878269
1279035339,3,0.013857914,0.013334315,-0.05878269
1279035341,3,0.019181168,0.013334315,-0.05878269
1279035343,3,0.022375122,0.012269665,-0.05984734
1279035345,3,0.025569074,0.012269665,-0.05984734
1279035347,3,0.027698375,0.010140363,-0.05984734
1279035349,3,0.026633725,0.009075712,-0.05984734
1279035351,3,0.026633725,0.009075712,-0.06091199
1279035353,3,0.025569074,0.0048171086,-0.06197664
1279035355,3,0.024504423,0.0048171086,-0.05984734
1279035357,3,0.021310471,0.0048171086,-0.05984734
1279035359,3,0.019181168,0.0048171086,-0.05984734
1279035361,3,0.014922565,0.003752458,-0.05984734
1279035363,3,0.009599311,0.003752458,-0.06091199
1279035365,3,0.0074700094,0.002687807,-0.06197664
1279035367,3,0.0053407075,-0.0026179939,-0.06091199
1279035369,3,0.0053407075,-0.0036826448,-0.05984734
1279035371,3,0.0053407075,-0.0058119465,-0.06197664
1279035373,3,0.004276057,-0.011135201,-0.06304129
1279035375,3,0.0053407075,-0.010070549,-0.06197664
1279035377,3,0.0074700094,-0.007941248,-0.06091199
1279035379,3,0.0074700094,-0.0058119465,-0.06197664
1279035381,3,0.009599311,-0.001553343,-0.06091199
1279035383,3,0.011728613,0.0016231562,-0.06197664
1279035385,3,0.013857914,0.0048171086,-0.06197664
1279035387,3,0.019181168,0.0048171086,-0.05771804
1279035389,3,0.022375122,0.003752458,-0.05771804
1279035391,3,0.023439772,0.0048171086,-0.05771804
1279035393,3,0.028763026,0.003752458,-0.05771804
1279035395,3,0.030892327,0.002687807,-0.055588737
1279035397,3,0.03302163,-4.886922E-4,-0.053459436
1279035399,3,0.03408628,5.5850536E-4,-0.053459436
1279035401,3,0.03621558,0.0016231562,-0.054524086
1279035403,3,0.038344882,0.0016231562,-0.052394785
1279035405,3,0.039409533,0.002687807,-0.050265484
1279035407,3,0.040474184,0.003752458,-0.049200833
1279035409,3,0.040474184,0.003752458,-0.049200833
1279035411,3,0.039409533,0.0058817593,-0.048136182
1279035413,3,0.03728023,0.0048171086,-0.044942226
1279035415,3,0.03621558,0.0016231562,-0.042812925
1279035417,3,0.03515093,0.002687807,-0.042812925
1279035419,3,0.03408628,0.0016231562,-0.040683623
1279035421,3,0.030892327,5.5850536E-4,-0.038554322
1279035423,3,0.026633725,0.003752458,-0.03748967
1279035425,3,0.022375122,0.003752458,-0.03536037
1279035427,3,0.018116517,0.0016231562,-0.031101767
1279035429,3,0.015987216,0.0016231562,-0.031101767
1279035431,3,0.012793263,5.5850536E-4,-0.028972466
1279035433,3,0.009599311,-0.0026179939,-0.028972466
1279035435,3,0.0053407075,-0.0058119465,-0.025778513
1279035437,3,1.7453292E-5,-0.009005899,-0.022584561
1279035439,3,-0.0010297443,-0.011135201,-0.021519909
1279035441,3,-0.002094395,-0.015393804,-0.019390607
1279035443,3,-0.0052883476,-0.015393804,-0.015132004
1279035445,3,-0.009546951,-0.016458455,-0.013002703
1279035447,3,-0.011676253,-0.017523106,-0.009808751
1279035449,3,-0.010611602,-0.017523106,-0.008744099
1279035451,3,-0.011676253,-0.019652408,-0.0076794485
1279035453,3,-0.0127409035,-0.018587757,-0.0044854963
1279035455,3,-0.010611602,-0.020717058,-0.0044854963
1279035457,3,-0.010611602,-0.019652408,-0.0023561944
1279035459,3,-0.009546951,-0.019652408,-0.0023561944
1279035461,3,-0.0084823,-0.015393804,-0.0012915436
1279035463,3,-0.0074176495,-0.011135201,-0.0012915436
1279035465,3,-0.0052883476,-0.010070549,-0.0012915436
1279035467,3,-0.003159046,-0.007941248,-0.0012915436
1279035469,3,-0.003159046,-0.007941248,-2.2689281E-4
1279035471,3,1.7453292E-5,-0.006876597,-2.2689281E-4
1279035473,3,0.0021467549,-0.010070549,-2.2689281E-4
1279035475,3,0.0032114058,-0.012199852,-2.2689281E-4
1279035477,3,0.0074700094,-0.011135201,-2.2689281E-4
1279035479,3,0.0074700094,-0.012199852,8.2030473E-4
1279035481,3,0.006405358,-0.012199852,0.0029496064
1279035483,3,0.0074700094,-0.010070549,0.0029496064
1279035485,3,0.0074700094,-0.010070549,0.005078908
1279035487,3,0.0053407075,-0.006876597,0.005078908
1279035489,3,0.004276057,-0.006876597,0.006143559
1279035491,3,0.004276057,-0.006876597,0.009337512
1279035493,3,0.0032114058,-0.007941248,0.009337512
1279035495,3,0.0032114058,-0.007941248,0.009337512
1279035497,3,-0.002094395,-0.006876597,0.009337512
1279035499,3,-0.003159046,-0.0058119465,0.009337512
1279035501,3,-0.0063529983,-0.007941248,0.00827286
1279035503,3,-0.009546951,-0.010070549,0.00827286
1279035505,3,-0.011676253,-0.010070549,0.009337512
1279035507,3,-0.0127409035,-0.011135201,0.00827286
1279035509,3,-0.013805554,-0.011135201,0.00827286
1279035511,3,-0.016999507,-0.012199852,0.010402163
1279035513,3,-0.016999507,-0.014329153,0.011466813
1279035515,3,-0.016999507,-0.015393804,0.012531464
1279035517,3,-0.019128809,-0.016458455,0.016790068
1279035519,3,-0.018064158,-0.016458455,0.017854718
1279035521,3,-0.016999507,-0.017523106,0.016790068
1279035523,3,-0.018064158,-0.016458455,0.02104867
1279035525,3,-0.016999507,-0.014329153,0.022113321
1279035527,3,-0.016999507,-0.014329153,0.025307273
1279035529,3,-0.015934857,-0.014329153,0.026371924
1279035531,3,-0.015934857,-0.014329153,0.027436575
1279035533,3,-0.013805554,-0.014329153,0.030630529
1279035535,3,-0.0127409035,-0.016458455,0.028501227
1279035537,3,-0.010611602,-0.019652408,0.029565878
1279035539,3,-0.010611602,-0.018587757,0.029565878
1279035541,3,-0.010611602,-0.018587757,0.027436575
1279035543,3,-0.011676253,-0.016458455,0.027436575
1279035545,3,-0.010611602,-0.018587757,0.027436575
1279035547,3,-0.009546951,-0.018587757,0.028501227
1279035549,3,-0.009546951,-0.016458455,0.028501227
1279035551,3,-0.0063529983,-0.015393804,0.027436575
1279035553,3,-0.0063529983,-0.014329153,0.026371924
1279035555,3,-0.0063529983,-0.015393804,0.027436575
1279035557,3,-0.004223697,-0.018587757,0.025307273
1279035559,3,-0.004223697,-0.018587757,0.025307273
1279035561,3,-0.0052883476,-0.020717058,0.027436575
1279035563,3,-0.004223697,-0.021781709,0.026371924
1279035565,3,-0.004223697,-0.021781709,0.027436575
1279035567,3,-0.0052883476,-0.018587757,0.029565878
1279035569,3,-0.004223697,-0.018587757,0.029565878
1279035571,3,-0.004223697,-0.015393804,0.027436575
1279035573,3,-0.0052883476,-0.011135201,0.028501227
1279035575,3,-0.0074176495,-0.009005899,0.030630529
1279035577,3,-0.0084823,-0.010070549,0.030630529
1279035579,3,-0.009546951,-0.011135201,0.030630529
1279035581,3,-0.011676253,-0.014329153,0.028501227
1279035583,3,-0.011676253,-0.016458455,0.028501227
1279035585,3,-0.011676253,-0.018587757,0.027436575
1279035587,3,-0.013805554,-0.02391101,0.025307273
1279035589,3,-0.013805554,-0.02284636,0.024242623
1279035591,3,-0.0127409035,-0.021781709,0.024242623
1279035593,3,-0.0127409035,-0.021781709,0.024242623
1279035595,3,-0.013805554,-0.020717058,0.023177972
1279035597,3,-0.011676253,-0.016458455,0.01998402
1279035599,3,-0.010611602,-0.016458455,0.01998402
1279035601,3,-0.011676253,-0.015393804,0.01998402
1279035603,3,-0.011676253,-0.014329153,0.016790068
1279035605,3,-0.0084823,-0.014329153,0.014660765
1279035607,3,-0.004223697,-0.014329153,0.011466813
1279035609,3,-0.004223697,-0.015393804,0.011466813
1279035611,3,-0.0052883476,-0.015393804,0.011466813
1279035613,3,-0.003159046,-0.017523106,0.009337512
1279035615,3,-0.0010297443,-0.018587757,0.00720821
1279035617,3,0.0021467549,-0.019652408,0.0040142573
1279035619,3,0.004276057,-0.018587757,0.0029496064
1279035621,3,0.0074700094,-0.016458455,8.2030473E-4
1279035623,3,0.0074700094,-0.017523106,-2.2689281E-4
1279035625,3,0.00853466,-0.015393804,-0.0012915436
1279035627,3,0.011728613,-0.011135201,-0.0044854963
1279035629,3,0.013857914,-0.013264502,-0.005550147
1279035631,3,0.013857914,-0.013264502,-0.008744099
1279035633,3,0.014922565,-0.014329153,-0.010873402
1279035635,3,0.017051866,-0.013264502,-0.011938052
1279035637,3,0.019181168,-0.012199852,-0.016196655
1279035639,3,0.018116517,-0.011135201,-0.015132004
1279035641,3,0.015987216,-0.010070549,-0.017261306
1279035643,3,0.015987216,-0.010070549,-0.018325957
1279035645,3,0.012793263,-0.007941248,-0.018325957
1279035647,3,0.013857914,-0.007941248,-0.019390607
1279035649,3,0.010663962,-0.010070549,-0.021519909
1279035651,3,0.00853466,-0.014329153,-0.022584561
1279035653,3,0.010663962,-0.013264502,-0.020455258
1279035655,3,0.0074700094,-0.014329153,-0.023649212
1279035657,3,0.00853466,-0.016458455,-0.022584561
1279035659,3,0.0074700094,-0.016458455,-0.022584561
1279035661,3,0.004276057,-0.015393804,-0.022584561
1279035663,3,0.004276057,-0.015393804,-0.025778513
1279035665,3,0.0053407075,-0.016458455,-0.025778513
1279035667,3,0.006405358,-0.015393804,-0.025778513
1279035669,3,0.0053407075,-0.015393804,-0.026843164
1279035671,3,0.0053407075,-0.014329153,-0.026843164
1279035673,3,0.0074700094,-0.013264502,-0.027907815
1279035675,3,0.009599311,-0.013264502,-0.030037116
1279035677,3,0.009599311,-0.010070549,-0.030037116
1279035679,3,0.010663962,-0.007941248,-0.031101767
1279035681,3,0.011728613,-0.0058119465,-0.03536037
1279035683,3,0.009599311,-0.0036826448,-0.03748967
1279035685,3,0.00853466,-0.0026179939,-0.03748967
1279035687,3,0.00853466,-0.001553343,-0.041748274
1279035689,3,0.00853466,-0.0036826448,-0.041748274
1279035691,3,0.009599311,-0.006876597,-0.041748274
1279035693,3,0.0053407075,-0.006876597,-0.041748274
1279035695,3,0.0053407075,-0.009005899,-0.043877576
1279035697,3,0.0021467549,-0.013264502,-0.044942226
1279035699,3,0.0021467549,-0.013264502,-0.044942226
1279035701,3,1.7453292E-5,-0.011135201,-0.043877576
1279035703,3,-0.002094395,-0.009005899,-0.04707153
1279035705,3,-0.003159046,-0.010070549,-0.04600688
1279035707,3,-0.002094395,-0.009005899,-0.04600688
1279035709,3,-0.003159046,-0.010070549,-0.04707153
1279035711,3,-0.0052883476,-0.007941248,-0.04707153
1279035713,3,-0.0084823,-0.012199852,-0.04707153
1279035715,3,-0.0074176495,-0.010070549,-0.04707153
1279035717,3,-0.0074176495,-0.012199852,-0.044942226
1279035719,3,-0.0074176495,-0.012199852,-0.043877576
1279035721,3,-0.0052883476,-0.010070549,-0.042812925
1279035723,3,-0.0084823,-0.007941248,-0.043877576
1279035725,3,-0.009546951,-0.006876597,-0.041748274
1279035727,3,-0.010611602,-0.0058119465,-0.041748274
1279035729,3,-0.011676253,-0.006876597,-0.040683623
1279035731,3,-0.0127409035,-0.0058119465,-0.03642502
1279035733,3,-0.013805554,-0.0047472958,-0.03536037
1279035735,3,-0.015934857,-0.006876597,-0.03429572
1279035737,3,-0.018064158,-0.012199852,-0.027907815
1279035739,3,-0.018064158,-0.013264502,-0.026843164
1279035741,3,-0.02125811,-0.017523106,-0.024713863
1279035743,3,-0.023387412,-0.017523106,-0.021519909
1279035745,3,-0.024452062,-0.015393804,-0.019390607
1279035747,3,-0.027646014,-0.014329153,-0.017261306
1279035749,3,-0.028710665,-0.014329153,-0.017261306
1279035751,3,-0.030839968,-0.014329153,-0.016196655
1279035753,3,-0.029775318,-0.014329153,-0.014067354
1279035755,3,-0.029775318,-0.016458455,-0.014067354
1279035757,3,-0.025516713,-0.016458455,-0.014067354
1279035759,3,-0.025516713,-0.018587757,-0.014067354
1279035761,3,-0.023387412,-0.018587757,-0.011938052
1279035763,3,-0.019128809,-0.019652408,-0.013002703
1279035765,3,-0.015934857,-0.021781709,-0.014067354
1279035767,3,-0.009546951,-0.019652408,-0.011938052
1279035769,3,-0.0084823,-0.018587757,-0.010873402
1279035771,3,-0.004223697,-0.017523106,-0.011938052
1279035773,3,0.0010821042,-0.012199852,-0.011938052
1279035775,3,0.004276057,-0.0058119465,-0.010873402
1279035777,3,0.006405358,-0.0026179939,-0.009808751
1279035779,3,0.006405358,-0.0026179939,-0.009808751
1279035781,3,0.009599311,5.5850536E-4,-0.011938052
1279035783,3,0.013857914,0.002687807,-0.010873402
1279035785,3,0.012793263,0.0016231562,-0.011938052
1279035787,3,0.014922565,-0.001553343,-0.011938052
1279035789,3,0.014922565,-0.0026179939,-0.013002703
1279035791,3,0.013857914,-0.001553343,-0.011938052
1279035793,3,0.012793263,-0.0047472958,-0.009808751
1279035795,3,0.010663962,-0.006876597,-0.010873402
1279035797,3,0.006405358,-0.006876597,-0.010873402
1279035799,3,0.0053407075,-0.007941248,-0.011938052
1279035801,3,0.004276057,-0.007941248,-0.009808751
1279035803,3,0.004276057,-0.011135201,-0.008744099
1279035805,3,1.7453292E-5,-0.015393804,-0.008744099
1279035807,3,-0.002094395,-0.013264502,-0.005550147
1279035809,3,-0.002094395,-0.013264502,-0.0044854963
1279035811,3,-0.003159046,-0.015393804,-0.0044854963
1279035813,3,-0.002094395,-0.015393804,-0.0023561944
1279035815,3,-0.002094395,-0.015393804,-0.0012915436
1279035817,3,-0.0052883476,-0.013264502,0.0029496064
1279035819,3,-0.0052883476,-0.012199852,0.0018849556
1279035821,3,-0.002094395,-0.010070549,0.0029496064
1279035823,3,-0.0010297443,-0.009005899,0.006143559
1279035825,3,-0.0010297443,-0.010070549,0.00827286
1279035827,3,0.0032114058,-0.006876597,0.006143559
1279035829,3,0.0032114058,-0.006876597,0.00720821
1279035831,3,0.004276057,-0.007941248,0.00720821
1279035833,3,0.006405358,-0.0036826448,0.00720821
1279035835,3,0.0074700094,-0.0026179939,0.00720821
1279035837,3,0.00853466,-0.0026179939,0.005078908
1279035839,3,0.009599311,-0.0026179939,0.0040142573
1279035841,3,0.010663962,-4.886922E-4,0.005078908
1279035843,3,0.010663962,5.5850536E-4,0.005078908
1279035845,3,0.010663962,0.0016231562,0.0040142573
1279035847,3,0.00853466,-0.001553343,0.006143559
1279035849,3,0.0074700094,-0.0026179939,0.006143559
1279035851,3,0.006405358,-0.0036826448,0.00827286
1279035853,3,0.004276057,-0.006876597,0.00720821
1279035855,3,0.0021467549,-0.007941248,0.009337512
1279035857,3,1.7453292E-5,-0.013264502,0.011466813
1279035859,3,1.7453292E-5,-0.013264502,0.012531464
1279035861,3,-0.002094395,-0.012199852,0.013596115
1279035863,3,-0.0010297443,-0.010070549,0.013596115
1279035865,3,-0.0052883476,-0.009005899,0.017854718
1279035867,3,-0.002094395,-0.0058119465,0.01891937
1279035869,3,-0.003159046,-0.006876597,0.01998402
1279035871,3,-0.003159046,-0.006876597,0.01998402
1279035873,3,-0.003159046,-0.0047472958,0.02104867
1279035875,3,1.7453292E-5,-0.0036826448,0.022113321
1279035877,3,-0.0010297443,-0.006876597,0.02104867
1279035879,3,1.7453292E-5,-0.006876597,0.02104867
1279035881,3,0.0010821042,-0.006876597,0.01998402
1279035883,3,0.0021467549,-0.006876597,0.02104867
1279035885,3,0.0010821042,-0.0036826448,0.022113321
1279035887,3,0.0032114058,-0.007941248,0.024242623
1279035889,3,0.004276057,-0.007941248,0.023177972
1279035891,3,0.0053407075,-0.009005899,0.022113321
1279035893,3,0.004276057,-0.010070549,0.022113321
1279035895,3,0.0053407075,-0.006876597,0.023177972
1279035897,3,0.0053407075,-0.006876597,0.01998402
1279035899,3,0.0053407075,-0.006876597,0.01998402
1279035901,3,0.00853466,-0.0058119465,0.02104867
1279035903,3,0.006405358,-0.0058119465,0.01998402
1279035905,3,0.006405358,-0.0026179939,0.02104867
1279035907,3,0.006405358,-0.0047472958,0.02104867
1279035909,3,0.0074700094,-0.0058119465,0.01891937
1279035911,3,0.0074700094,-0.0036826448,0.01891937
1279035913,3,0.006405358,-0.0047472958,0.017854718
1279035915,3,0.006405358,-0.0058119465,0.014660765
1279035917,3,0.00853466,-0.0026179939,0.014660765
1279035919,3,0.00853466,-0.0026179939,0.012531464
1279035921,3,0.0074700094,5.5850536E-4,0.013596115
1279035923,3,0.00853466,0.002687807,0.012531464
1279035925,3,0.010663962,0.0048171086,0.011466813
1279035927,3,0.011728613,0.0058817593,0.011466813
1279035929,3,0.011728613,0.0048171086,0.012531464
1279035931,3,0.012793263,0.0048171086,0.011466813
1279035933,3,0.012793263,0.0016231562,0.012531464
1279035935,3,0.013857914,0.002687807,0.014660765
1279035937,3,0.014922565,0.0016231562,0.012531464
1279035939,3,0.014922565,-4.886922E-4,0.014660765
1279035941,3,0.014922565,-0.001553343,0.01998402
1279035943,3,0.017051866,-0.001553343,0.01891937
1279035945,3,0.017051866,-0.0036826448,0.02104867
1279035947,3,0.018116517,-0.0036826448,0.025307273
1279035949,3,0.017051866,-0.0047472958,0.027436575
1279035951,3,0.015987216,-0.006876597,0.026371924
1279035953,3,0.014922565,-0.007941248,0.029565878
1279035955,3,0.015987216,-0.006876597,0.03169518
1279035957,3,0.014922565,-0.0047472958,0.030630529
1279035959,3,0.014922565,-0.0047472958,0.030630529
1279035961,3,0.013857914,-0.0047472958,0.030630529
1279035963,3,0.014922565,-0.0036826448,0.029565878
1279035965,3,0.013857914,-0.001553343,0.027436575
1279035967,3,0.011728613,-4.886922E-4,0.028501227
1279035969,3,0.010663962,-0.001553343,0.027436575
1279035971,3,0.010663962,-0.0026179939,0.025307273
1279035973,3,0.010663962,-4.886922E-4,0.022113321
1279035975,3,0.009599311,-0.001553343,0.022113321
1279035977,3,0.009599311,-4.886922E-4,0.02104867
1279035979,3,0.009599311,0.0016231562,0.01998402
1279035981,3,0.0074700094,0.0016231562,0.01998402
1279035983,3,0.0074700094,0.002687807,0.017854718
1279035985,3,0.006405358,0.0048171086,0.016790068
1279035987,3,0.004276057,0.0058817593,0.01891937
1279035989,3,1.7453292E-5,0.003752458,0.017854718
1279035991,3,-0.0010297443,0.003752458,0.017854718
1279035993,3,-0.003159046,0.003752458,0.017854718
1279035995,3,-0.0063529983,0.002687807,0.017854718
1279035997,3,-0.009546951,0.0016231562,0.015725417
1279035999,3,-0.013805554,-4.886922E-4,0.015725417
1279036001,3,-0.013805554,-0.0026179939,0.016790068
1279036003,3,-0.013805554,-0.0047472958,0.016790068
1279036005,3,-0.016999507,-0.0047472958,0.015725417
1279036007,3,-0.018064158,-0.0036826448,0.016790068
1279036009,3,-0.019128809,-0.0026179939,0.015725417
1279036011,3,-0.019128809,-0.001553343,0.014660765
1279036013,3,-0.018064158,-0.001553343,0.014660765
1279036015,3,-0.016999507,-0.0026179939,0.014660765
1279036017,3,-0.016999507,-4.886922E-4,0.013596115
1279036019,3,-0.013805554,-0.0047472958,0.012531464
1279036021,3,-0.013805554,-0.0026179939,0.013596115
1279036023,3,-0.010611602,-0.0036826448,0.014660765
1279036025,3,-0.009546951,-0.0036826448,0.014660765
1279036027,3,-0.004223697,-0.0026179939,0.015725417
1279036029,3,-0.003159046,-0.0036826448,0.015725417
1279036031,3,-0.0010297443,-0.0047472958,0.015725417
1279036033,3,0.0010821042,-0.0026179939,0.014660765
1279036035,3,0.0053407075,-4.886922E-4,0.015725417
1279036037,3,0.009599311,-0.0026179939,0.015725417
1279036039,3,0.011728613,-0.001553343,0.014660765
1279036041,3,0.013857914,-0.001553343,0.014660765
1279036043,3,0.017051866,-4.886922E-4,0.014660765
1279036045,3,0.020245818,-4.886922E-4,0.011466813
1279036047,3,0.022375122,0.0016231562,0.010402163
1279036049,3,0.023439772,-4.886922E-4,0.009337512
